transaction_id,user_id,merchant_id,amount,status,payment_method,transaction_date,device
T232072,U14333,M1092,₦10392,FAILED,,11/26/2024,POS
T278532,U10060,M1445,45964,Pending,USSD,8/16/2025,Mobile
T442541,U12628,M1335,14628,Pending,USSD,4/2/2026,Mobile
T616976,U10234,M1146,₦26576,Pending,,8/20/2024,POS
T323405,U12813,M1155,23094,FAILED,Card,7/6/2025,Web
T822869,U14974,M1384,NGN 42965,Success,,9/6/2025,Mobile
T533713,U11268,M1246,NGN 11552,Success,Card,1/28/2025,Web
T442788,U14866,M1018,₦14282,Pending,Transfer,11/17/2025,Mobile
T188370,U11495,M1232,24713,Pending,Card,8/16/2025,Mobile
T413123,U11971,M1095,29328,Pending,Card,12/8/2024,POS
T334078,U11822,M1146,NGN 25975,success,Card,4/6/2025,Mobile
T154105,U14956,M1362,NGN 6399,Success,Transfer,2/28/2025,Web
T132351,U13471,M1366,₦10096,success,Card,11/12/2025,Web
T616202,U11970,M1238,41550,success,,2/26/2026,Mobile
T303309,U11423,M1210,20112,success,Card,5/18/2024,Mobile
T726158,U11651,M1243,₦39411,success,Card,5/9/2025,Web
T107469,U14333,M1374,NGN 37806,success,USSD,15/05/2025,Web
T730387,U10676,M1394,₦9261,Pending,USSD,6/27/2024,Web
T392022,U12527,M1106,47490,Pending,USSD,5/27/2024,Mobile
T152449,U14405,M1336,NGN 11805,FAILED,Card,8/5/2024,POS
T918813,U12894,M1452,17545,Success,,9/6/2024,Web
T187775,U10510,M1255,NGN 9166,FAILED,Transfer,28/02/2026,POS
T807293,U14433,M1264,₦366,success,USSD,29/12/2025,Web
T495904,U14096,M1092,NGN 25651,FAILED,,5/3/2025,Web
T130175,U13676,M1497,₦27531,Success,Card,12/18/2025,Mobile
T497941,U12946,M1252,NGN 36933,Success,Card,9/10/2024,Web
T165509,U14563,M1039,NGN 145,Pending,USSD,12/31/2025,Web
T470802,U12611,M1481,NGN 20678,success,,29/04/2024,POS
T527527,U10702,M1391,7407,Pending,Transfer,23/01/2026,POS
T442118,U13480,M1152,NGN 25790,Success,Transfer,8/26/2025,POS
T874881,U11696,M1415,6271,FAILED,USSD,8/23/2024,Mobile
T505672,U14348,M1198,NGN 6806,FAILED,Card,28/12/2024,Mobile
T707518,U10768,M1398,NGN 39222,success,Card,3/12/2025,Mobile
T892553,U11402,M1232,43657,FAILED,,4/18/2025,Mobile
T449813,U10695,M1327,26043,FAILED,USSD,8/9/2025,Web
T293470,U11438,M1184,NGN 22983,FAILED,USSD,11/28/2024,Mobile
T630616,U12309,M1104,28087,Pending,,9/7/2024,Web
T227904,U13415,M1485,7331,Success,Card,2/1/2025,POS
T854429,U14224,M1271,NGN 25150,Success,,7/12/2025,Web
T259735,U11649,M1424,NGN 28081,Success,USSD,8/20/2024,POS
T735369,U14487,M1316,₦42021,FAILED,Card,1/10/2024,Web
T786735,U11653,M1010,₦22509,Pending,,7/13/2025,Web
T945781,U14060,M1331,42610,FAILED,Transfer,8/5/2024,POS
T135559,U14594,M1001,₦43756,Pending,Card,4/7/2026,Mobile
T210531,U14353,M1317,₦34178,Success,,10/24/2024,Web
T314699,U13985,M1024,8222,success,Transfer,3/23/2026,Mobile
T591437,U13610,M1276,42317,Pending,,3/22/2026,Mobile
T448936,U13057,M1072,6127,FAILED,USSD,17/05/2024,Web
T239645,U11759,M1236,NGN 33612,Success,Transfer,7/10/2025,POS
T456576,U11789,M1406,15458,success,Transfer,5/14/2024,POS
T203344,U13692,M1107,₦26049,FAILED,,12/14/2024,POS
T216993,U14719,M1217,14234,Success,Transfer,4/11/2025,Mobile
T273383,U11328,M1210,49936,success,USSD,11/16/2025,POS
T991279,U13384,M1161,₦27482,FAILED,Card,26/10/2025,Web
T536482,U14960,M1097,18326,FAILED,Transfer,10/10/2025,POS
T150579,U10990,M1150,27269,success,,7/1/2025,Web
T112841,U14129,M1458,NGN 11980,FAILED,USSD,9/3/2025,Mobile
T859257,U10464,M1346,₦5932,Success,,2/1/2025,POS
T399460,U14779,M1420,13029,Success,,10/6/2025,Web
T401889,U13004,M1396,28382,FAILED,USSD,11/17/2025,POS
T706036,U12602,M1025,NGN 33136,Pending,Transfer,1/20/2026,POS
T372030,U12864,M1260,₦1859,Success,Transfer,5/27/2025,POS
T896977,U10803,M1163,19414,FAILED,USSD,23/10/2025,POS
T255169,U11814,M1246,38808,FAILED,Transfer,2/28/2025,Mobile
T589628,U12251,M1489,NGN 20491,Success,Card,4/10/2026,Mobile
T793700,U12808,M1401,₦14287,success,Transfer,6/18/2025,Web
T752526,U13153,M1055,₦42754,FAILED,,1/28/2025,Web
T416196,U10588,M1026,₦1481,Success,Transfer,1/12/2026,Mobile
T808318,U10427,M1113,13877,Success,Card,1/23/2026,Mobile
T629654,U12687,M1063,NGN 36883,FAILED,Card,8/23/2024,POS
T873159,U13244,M1221,NGN 26304,success,,31/05/2024,Mobile
T854889,U11262,M1287,₦6285,Success,USSD,20/03/2026,POS
T380194,U10160,M1160,NGN 49423,FAILED,USSD,11/17/2025,Web
T676237,U12864,M1403,₦31560,success,Transfer,9/23/2024,POS
T313051,U12866,M1164,₦46713,Success,Transfer,3/14/2026,Mobile
T203194,U14973,M1260,NGN 41400,Success,,8/1/2025,Mobile
T754410,U12550,M1367,39218,success,,5/28/2025,Mobile
T317928,U11195,M1424,₦16241,FAILED,Transfer,11/28/2025,POS
T987715,U11980,M1298,₦17049,Success,Transfer,11/10/2025,POS
T809029,U10660,M1333,NGN 31068,success,Transfer,10/16/2024,Web
T651663,U12558,M1025,₦25324,FAILED,,1/25/2025,POS
T393525,U14520,M1214,34693,FAILED,,9/13/2025,POS
T666247,U10658,M1340,12966,success,,6/29/2025,Mobile
T384028,U10611,M1295,₦38333,success,,7/15/2024,POS
T859325,U10527,M1236,2126,success,USSD,9/20/2025,Mobile
T170316,U14598,M1247,NGN 7981,success,USSD,1/11/2025,Mobile
T618493,U12025,M1286,23601,Pending,,22/09/2025,Web
T309820,U11643,M1451,20057,success,,7/11/2024,Mobile
T759209,U12796,M1472,6580,Pending,,7/7/2024,POS
T367635,U11981,M1119,₦49877,Success,,5/1/2024,POS
T279209,U11316,M1019,NGN 44897,Pending,USSD,1/17/2026,Web
T579366,U12720,M1456,46974,Success,USSD,9/2/2025,Mobile
T542355,U14047,M1281,NGN 10856,success,USSD,4/18/2025,POS
T480921,U14102,M1348,₦7295,FAILED,Transfer,14/07/2025,POS
T776912,U12636,M1165,₦16211,Success,USSD,28/12/2024,Web
T785274,U14223,M1260,2652,Success,USSD,12/3/2025,Web
T229532,U11597,M1385,31411,success,Card,3/8/2024,Web
T124895,U14567,M1327,NGN 13967,Pending,USSD,12/16/2024,POS
T776137,U13345,M1211,25700,FAILED,USSD,5/3/2025,Web
T715441,U12536,M1075,13354,Pending,Card,11/15/2024,Web
T366981,U12252,M1445,₦45532,FAILED,,23/02/2025,Web
T715041,U14737,M1029,₦10923,FAILED,USSD,5/8/2024,Web
T763941,U14386,M1205,15617,Success,,3/31/2026,POS
T156189,U14022,M1025,₦19899,Pending,USSD,9/19/2024,Web
T696825,U14505,M1421,NGN 12776,FAILED,Card,9/16/2025,POS
T642960,U11851,M1237,₦20443,success,,12/3/2025,POS
T699700,U12987,M1361,₦34665,FAILED,Card,12/26/2024,POS
T199126,U11324,M1354,₦12915,success,USSD,5/18/2025,POS
T317743,U14661,M1123,NGN 9240,success,Card,13/02/2026,Web
T417402,U12323,M1032,NGN 23260,FAILED,Card,9/8/2025,POS
T519365,U11645,M1440,25641,Pending,,11/10/2025,Mobile
T565561,U10213,M1080,NGN 13039,Pending,,10/10/2025,Web
T690673,U13143,M1048,NGN 26432,Success,Transfer,2/21/2025,POS
T624666,U14114,M1275,NGN 26709,Pending,USSD,4/3/2025,Web
T217876,U14219,M1481,₦35509,success,Transfer,26/12/2024,Web
T423851,U10364,M1382,31519,Pending,USSD,10/11/2024,POS
T530914,U11967,M1118,₦362,Pending,,22/10/2025,POS
T349364,U10692,M1101,₦32902,Pending,USSD,21/06/2025,Web
T332494,U12801,M1388,NGN 25516,Pending,,3/25/2025,POS
T389630,U13189,M1296,₦12435,Pending,USSD,3/16/2025,Web
T761899,U11188,M1140,NGN 22145,Pending,USSD,8/22/2025,Mobile
T112390,U11086,M1220,NGN 4914,Success,,5/8/2025,POS
T614112,U11262,M1255,NGN 30256,Success,Transfer,8/16/2025,Web
T479291,U11695,M1436,NGN 17219,Pending,,7/2/2026,Mobile
T448707,U14938,M1037,34055,Pending,,9/26/2024,POS
T198527,U11522,M1032,28855,FAILED,Card,1/12/2026,POS
T438706,U12560,M1377,NGN 34691,success,USSD,24/11/2025,Mobile
T728215,U10046,M1206,₦20023,Pending,USSD,7/9/2025,Web
T390239,U10806,M1396,₦24906,Pending,USSD,6/30/2025,Mobile
T497448,U10968,M1008,₦35579,success,Card,23/04/2025,Web
T646102,U14153,M1150,48247,Pending,,2/10/2024,Web
T776717,U13296,M1367,20030,Pending,,10/9/2025,Web
T156260,U11881,M1377,₦40718,Pending,,8/26/2025,Web
T436474,U10258,M1168,30431,Pending,USSD,10/21/2025,POS
T920081,U13548,M1083,17626,Success,Transfer,4/29/2025,Web
T639074,U11732,M1387,40226,FAILED,USSD,8/24/2025,Web
T874824,U11163,M1188,₦28147,Success,Card,12/17/2025,POS
T518264,U12963,M1164,NGN 31600,Success,USSD,3/22/2026,POS
T940275,U10022,M1189,38075,FAILED,,9/11/2024,Mobile
T365892,U10029,M1079,₦10415,success,USSD,26/10/2024,POS
T825964,U12356,M1499,NGN 18553,success,USSD,3/31/2025,Web
T948138,U14093,M1078,20752,success,Transfer,7/19/2025,POS
T862556,U14232,M1107,10149,Pending,,8/20/2025,Web
T646842,U10746,M1043,₦23623,FAILED,Transfer,7/17/2024,POS
T819326,U11152,M1462,38524,Pending,Card,6/27/2024,POS
T314664,U11913,M1100,24426,success,USSD,3/17/2025,Web
T709495,U13316,M1199,₦25217,Pending,USSD,5/5/2024,Web
T369635,U11929,M1056,34863,Success,Transfer,11/17/2024,Mobile
T490095,U12877,M1226,NGN 46612,Success,USSD,5/25/2024,Web
T482477,U14643,M1148,28505,Success,USSD,10/20/2025,POS
T953407,U11731,M1393,₦19253,FAILED,Transfer,10/2/2024,POS
T924999,U12661,M1125,22350,success,Card,29/06/2024,POS
T861396,U14865,M1489,NGN 22392,FAILED,Card,8/28/2025,POS
T262539,U12111,M1227,₦30213,success,,10/18/2024,Web
T311602,U12988,M1222,NGN 34183,FAILED,,6/25/2024,Web
T279245,U13634,M1073,NGN 40375,success,Card,7/24/2025,Mobile
T634783,U10988,M1074,₦23663,Pending,USSD,8/1/2025,Mobile
T222907,U13736,M1324,₦49509,success,,13/12/2024,Web
T243831,U12008,M1136,₦22587,Success,USSD,27/08/2025,Mobile
T559193,U14911,M1365,45290,Success,Card,5/5/2025,Web
T416260,U14641,M1107,47711,Pending,Transfer,9/13/2025,Web
T220104,U14017,M1226,NGN 804,Success,Card,4/3/2026,Mobile
T898948,U14139,M1030,₦46861,Pending,,6/26/2024,Mobile
T209323,U12269,M1494,NGN 22083,Pending,Card,8/26/2025,Mobile
T828787,U12973,M1300,₦11087,success,Card,8/22/2025,Mobile
T516223,U12579,M1020,₦7021,Pending,USSD,3/13/2025,POS
T500968,U13530,M1154,NGN 14402,Success,USSD,4/7/2025,Mobile
T193939,U11659,M1311,7147,FAILED,USSD,12/12/2024,Web
T179430,U14418,M1050,20223,Success,USSD,12/26/2024,Mobile
T785864,U11941,M1240,₦8992,Pending,Card,8/3/2025,Mobile
T931485,U12740,M1246,NGN 32424,FAILED,USSD,9/20/2025,Web
T252314,U10493,M1353,₦36196,success,Transfer,11/22/2025,Mobile
T141372,U14207,M1257,NGN 35058,FAILED,Card,10/9/2024,Mobile
T789511,U13243,M1064,₦31146,success,,11/27/2024,Web
T849029,U11656,M1128,₦26896,Success,,4/22/2024,POS
T250422,U13681,M1171,NGN 17210,FAILED,Transfer,4/27/2025,POS
T688945,U12609,M1341,NGN 40858,Success,,4/5/2024,Web
T583452,U12251,M1079,23942,Pending,Card,12/4/2026,POS
T399968,U12809,M1158,₦14516,Pending,Transfer,8/11/2024,POS
T946961,U11488,M1316,6881,success,Transfer,12/4/2025,POS
T554861,U12621,M1298,₦5176,success,Transfer,8/16/2024,Web
T381075,U13079,M1043,₦1513,FAILED,Card,31/12/2025,Web
T542455,U10590,M1346,₦2318,Success,Transfer,29/04/2024,POS
T946128,U13760,M1118,₦48460,Pending,,8/24/2024,POS
T343621,U14315,M1241,NGN 16415,Pending,Transfer,6/14/2025,POS
T349542,U12484,M1165,949,Success,USSD,12/25/2025,POS
T483413,U12589,M1054,29895,Success,Card,25/08/2025,Web
T394298,U10430,M1083,₦22757,FAILED,Card,2/15/2026,POS
T334175,U14874,M1042,₦11656,Success,USSD,20/01/2025,Mobile
T457862,U14755,M1173,22004,Pending,Transfer,4/6/2026,Mobile
T220781,U10591,M1209,38630,Success,Card,9/10/2025,Web
T883928,U14676,M1052,48940,Pending,Card,18/02/2025,Mobile
T891409,U14833,M1435,NGN 10922,Pending,USSD,10/4/2025,POS
T429780,U10465,M1393,NGN 25683,FAILED,Card,17/09/2024,Web
T602630,U10987,M1303,NGN 47481,Pending,Transfer,3/10/2025,Web
T301741,U10779,M1181,8405,Pending,,6/12/2025,Web
T417687,U14963,M1288,33445,Pending,Card,5/10/2025,Mobile
T347200,U13613,M1233,37432,Pending,USSD,4/3/2026,Mobile
T547886,U10504,M1001,3819,success,,30/05/2025,Web
T166281,U12170,M1118,13843,Success,,18/08/2024,POS
T609076,U11634,M1270,46458,Success,Card,2/12/2024,Mobile
T412928,U10265,M1061,13327,success,Card,8/3/2026,POS
T681862,U14369,M1378,NGN 33214,Pending,Card,1/11/2024,Mobile
T711943,U10006,M1120,30105,Success,,12/25/2025,POS
T573583,U12497,M1474,NGN 47901,Success,Card,15/05/2024,Mobile
T916085,U13740,M1237,NGN 35682,Success,Transfer,7/9/2025,POS
T888620,U10868,M1160,NGN 22472,FAILED,Card,26/01/2026,POS
T779953,U12930,M1482,₦16288,success,,5/2/2026,POS
T556398,U14974,M1273,₦27292,FAILED,,10/11/2025,Mobile
T488198,U13487,M1419,38228,success,Transfer,12/15/2025,POS
T930967,U12736,M1363,10246,Success,Card,7/30/2024,Web
T469043,U14986,M1030,₦49016,Success,USSD,26/09/2024,Mobile
T831516,U12248,M1131,NGN 41412,Success,USSD,11/13/2024,POS
T568903,U10548,M1362,30480,FAILED,USSD,5/2/2025,Web
T142399,U13363,M1385,35588,Pending,Transfer,20/02/2025,POS
T848826,U14713,M1074,8999,Success,USSD,1/3/2026,Web
T948649,U11739,M1486,₦5828,FAILED,USSD,1/30/2026,Web
T550645,U12896,M1427,47432,success,,4/4/2025,POS
T983329,U10119,M1105,₦34945,FAILED,Card,11/19/2024,Web
T748477,U14199,M1004,₦9157,Pending,USSD,8/5/2024,POS
T553303,U11964,M1146,27243,Pending,,21/06/2024,Mobile
T296815,U11842,M1391,40715,success,Card,4/4/2025,Web
T804630,U10393,M1066,₦11887,FAILED,Card,5/10/2025,POS
T241461,U14960,M1061,₦30992,success,Card,15/04/2026,POS
T341458,U14117,M1073,36003,FAILED,,8/2/2025,Web
T924200,U10364,M1254,₦49904,FAILED,Card,8/26/2024,POS
T737171,U11826,M1312,45471,Success,Card,31/12/2024,Web
T169926,U11757,M1316,21158,Pending,,9/13/2025,Web
T832904,U10470,M1470,47194,Success,,7/12/2025,Mobile
T443534,U13837,M1428,₦46696,Pending,Transfer,22/03/2026,Mobile
T863338,U12169,M1139,44984,Success,Card,2/7/2024,POS
T906386,U13947,M1073,18678,FAILED,Transfer,8/8/2024,Mobile
T302644,U10285,M1306,NGN 20654,success,,7/28/2025,POS
T987948,U12500,M1405,₦23874,success,Transfer,3/8/2025,Mobile
T187462,U12231,M1161,NGN 8084,success,Card,27/09/2024,POS
T900493,U11248,M1458,23192,Success,,10/29/2024,Web
T606441,U11201,M1390,NGN 41026,Success,Card,3/11/2026,POS
T664545,U11912,M1318,28200,FAILED,,12/19/2025,POS
T896753,U11457,M1051,NGN 40280,Success,Transfer,1/12/2025,POS
T818311,U12796,M1177,15789,Success,USSD,11/3/2025,POS
T105732,U12131,M1461,25044,Success,,8/23/2025,Mobile
T997760,U14448,M1234,NGN 19870,Pending,Card,3/26/2025,POS
T352674,U10368,M1008,₦5941,FAILED,USSD,4/6/2026,Mobile
T525753,U13235,M1243,NGN 1212,FAILED,Card,11/10/2025,Web
T983175,U14107,M1463,NGN 37956,Pending,USSD,3/7/2025,Mobile
T685150,U10483,M1048,26804,FAILED,Transfer,8/6/2024,POS
T426346,U10212,M1341,43840,FAILED,USSD,8/17/2024,Web
T864056,U13844,M1259,467,Success,Transfer,24/09/2025,Mobile
T385443,U14012,M1080,34417,Pending,Transfer,3/7/2025,Web
T741867,U14794,M1162,4446,Pending,USSD,16/08/2024,Web
T772169,U10499,M1062,₦19555,Success,USSD,26/07/2024,Web
T276502,U14761,M1468,NGN 26303,Success,,6/1/2025,POS
T950027,U12129,M1064,24518,success,USSD,4/8/2026,POS
T262816,U14768,M1254,NGN 22767,Success,USSD,8/30/2025,POS
T378976,U11268,M1263,NGN 3043,success,,15/04/2025,Web
T592534,U14583,M1088,35100,success,,20/11/2024,Mobile
T577187,U14351,M1274,42528,FAILED,,3/7/2026,POS
T131483,U12787,M1275,₦29103,Pending,Transfer,5/5/2025,Web
T836223,U11650,M1242,40172,success,,6/11/2025,Web
T219185,U11263,M1008,NGN 34820,FAILED,Transfer,7/4/2026,Mobile
T225387,U14147,M1382,31590,Success,USSD,5/26/2025,Web
T887339,U10230,M1336,45188,Success,USSD,2/19/2025,POS
T583649,U12337,M1457,NGN 45432,Success,USSD,4/15/2026,POS
T796964,U14494,M1464,₦17706,FAILED,Transfer,10/30/2024,POS
T428182,U14665,M1179,NGN 46791,Success,Card,5/22/2025,Web
T332747,U12199,M1497,NGN 44422,Success,Transfer,2/27/2025,Mobile
T663623,U13367,M1314,NGN 43564,success,Card,29/11/2025,Web
T971022,U12158,M1181,38775,Pending,Card,10/15/2025,Mobile
T650831,U12778,M1251,33963,FAILED,Card,1/5/2025,POS
T690191,U11578,M1442,18814,Success,Transfer,14/07/2025,POS
T115679,U11754,M1474,₦32996,Pending,,2/19/2026,Mobile
T810951,U13200,M1193,NGN 32130,Success,USSD,3/5/2024,Web
T926911,U13727,M1458,₦43013,FAILED,,22/01/2025,Web
T262136,U11457,M1295,NGN 11705,Pending,,19/01/2025,POS
T471666,U14028,M1458,NGN 39210,Success,Card,6/6/2024,Web
T406018,U11162,M1103,32068,FAILED,USSD,24/02/2025,Web
T940569,U13779,M1336,35514,FAILED,USSD,12/8/2024,POS
T557225,U12331,M1126,NGN 31469,Pending,USSD,6/25/2024,Web
T246508,U12186,M1044,NGN 43088,Success,Transfer,6/11/2024,POS
T289042,U11077,M1260,NGN 45623,Success,,12/8/2024,Web
T552343,U13674,M1074,NGN 13336,Pending,USSD,7/2/2025,Web
T329044,U13447,M1015,22175,Success,,6/24/2025,Web
T176289,U13771,M1419,₦45734,FAILED,Card,11/15/2025,Mobile
T648069,U13229,M1193,15093,Success,USSD,5/18/2025,Web
T360484,U14204,M1441,NGN 45975,Success,Transfer,12/6/2024,POS
T844844,U13720,M1006,₦26809,Pending,,5/7/2025,Web
T373636,U13965,M1191,NGN 47707,Success,,4/14/2026,POS
T791454,U12793,M1237,NGN 2792,FAILED,USSD,8/5/2024,Web
T459365,U11176,M1365,34439,Pending,Transfer,27/02/2025,POS
T295388,U14116,M1065,₦48753,Success,,3/7/2024,Web
T934204,U11074,M1414,32540,FAILED,Transfer,9/7/2024,Web
T535233,U13681,M1453,₦21660,success,USSD,1/19/2026,POS
T394281,U12496,M1461,12588,Success,Card,15/11/2025,Mobile
T858347,U12860,M1156,24267,Pending,Transfer,20/03/2025,Web
T491037,U13072,M1347,2227,FAILED,USSD,8/29/2024,POS
T513926,U12689,M1432,40232,success,USSD,10/6/2024,Web
T491692,U10234,M1385,NGN 26317,Success,Card,22/07/2024,Web
T477767,U10715,M1086,NGN 2446,Success,Transfer,4/8/2025,Mobile
T875437,U10681,M1164,NGN 36196,Pending,USSD,9/2/2024,Web
T462072,U11991,M1482,NGN 31444,Success,Transfer,7/16/2025,Mobile
T749578,U11475,M1474,677,FAILED,Card,12/28/2025,POS
T502556,U10900,M1137,41914,FAILED,Card,5/6/2024,Mobile
T314982,U13916,M1220,9035,success,Transfer,9/1/2026,Mobile
T561943,U13270,M1130,NGN 275,FAILED,Transfer,1/8/2025,POS
T114826,U11910,M1194,NGN 14072,success,Transfer,1/16/2026,POS
T794325,U13702,M1382,45037,Pending,USSD,2/6/2025,Mobile
T537447,U11403,M1255,25737,Success,USSD,9/26/2024,Web
T310255,U14426,M1228,16058,FAILED,,11/12/2024,POS
T886084,U12050,M1224,NGN 38262,Pending,USSD,11/26/2025,Web
T340455,U12906,M1462,₦37213,success,,12/29/2025,Web
T461423,U11196,M1483,NGN 28654,FAILED,,11/12/2025,POS
T941622,U12466,M1427,NGN 10958,FAILED,Card,8/11/2024,POS
T523336,U10955,M1498,₦46587,Success,Card,1/20/2026,POS
T908107,U14404,M1486,47062,Pending,Transfer,6/3/2026,POS
T742692,U11303,M1137,₦19633,Pending,,7/16/2025,Mobile
T719574,U12831,M1176,₦9788,Success,Transfer,9/22/2024,Web
T647883,U12433,M1009,NGN 15493,FAILED,USSD,12/10/2024,Mobile
T483556,U12699,M1459,₦28861,FAILED,Transfer,11/3/2025,Web
T984040,U10899,M1005,634,FAILED,,7/1/2025,Mobile
T994231,U14028,M1403,24977,FAILED,,6/28/2025,Mobile
T240870,U11418,M1442,₦3066,Success,Card,17/11/2025,Mobile
T688660,U13300,M1301,46051,FAILED,,2/1/2026,POS
T142680,U14305,M1345,₦9595,Success,USSD,8/7/2024,Web
T133933,U12252,M1181,49569,Pending,Card,11/9/2025,POS
T119754,U14736,M1113,NGN 5467,FAILED,,2/10/2025,POS
T592519,U12234,M1021,16151,Pending,,3/1/2026,POS
T817976,U14050,M1171,₦2089,success,Card,17/07/2024,Mobile
T958763,U12653,M1282,23280,Pending,Card,7/28/2025,Mobile
T891655,U11749,M1329,NGN 15806,success,,12/22/2025,Web
T574296,U11238,M1122,NGN 31623,Pending,Transfer,4/11/2025,Web
T738924,U14941,M1369,11786,success,Transfer,3/20/2025,Mobile
T231769,U10318,M1045,31735,Success,Card,7/19/2025,Mobile
T510706,U14030,M1211,4934,FAILED,Card,6/30/2025,Mobile
T975636,U13827,M1490,20214,success,Card,20/10/2025,Web
T760753,U14200,M1341,NGN 25513,success,Transfer,26/02/2025,Web
T221101,U11924,M1195,NGN 45558,Pending,Transfer,1/30/2026,Web
T247204,U12433,M1346,26762,FAILED,Transfer,12/19/2025,POS
T703379,U10809,M1377,6238,Pending,,10/22/2024,Mobile
T554300,U13107,M1030,₦17639,Pending,Transfer,9/6/2024,Web
T777405,U14937,M1465,32026,Pending,,3/4/2025,Mobile
T160277,U14295,M1047,₦38211,Success,,1/9/2026,Web
T663097,U12032,M1014,NGN 17110,Success,USSD,6/15/2024,POS
T557592,U12682,M1278,₦9811,success,Transfer,12/19/2024,Web
T256376,U12589,M1377,NGN 8432,Pending,USSD,1/23/2026,Web
T560055,U14146,M1352,14024,success,Transfer,5/22/2025,POS
T903806,U10413,M1295,NGN 48705,success,Card,12/19/2024,Web
T461521,U13546,M1246,19371,success,,4/23/2024,POS
T786644,U13502,M1253,48183,success,Card,2/26/2025,POS
T694886,U13752,M1383,₦25032,FAILED,,2/24/2026,POS
T618741,U14523,M1347,₦44131,FAILED,,25/10/2025,POS
T595238,U13024,M1060,44314,FAILED,Transfer,7/11/2024,Mobile
T433310,U11878,M1142,₦35933,success,Transfer,30/10/2024,POS
T571172,U14834,M1398,₦32253,FAILED,USSD,22/06/2025,Web
T514703,U12783,M1125,20748,FAILED,,8/22/2024,Web
T474850,U12166,M1084,NGN 610,Success,Card,4/30/2024,Web
T278968,U11359,M1356,NGN 24557,Pending,Transfer,8/22/2024,Mobile
T890915,U10234,M1153,37542,Success,USSD,5/20/2025,Web
T559074,U11450,M1005,13646,Pending,,6/3/2026,Web
T252152,U14573,M1110,NGN 9799,Pending,,8/5/2025,POS
T648953,U10498,M1175,₦17881,Pending,Card,21/04/2024,Web
T570899,U13906,M1355,NGN 3407,Success,,11/13/2025,Mobile
T854408,U11981,M1134,₦26816,FAILED,Card,26/10/2025,POS
T512063,U12888,M1045,2124,FAILED,Transfer,5/28/2024,Web
T933977,U12293,M1052,40140,success,Transfer,31/12/2025,Web
T456069,U11056,M1053,40703,success,Transfer,5/1/2024,Web
T211404,U13099,M1032,₦25465,Success,,10/1/2025,POS
T454591,U11588,M1355,NGN 45118,Pending,Transfer,4/4/2026,POS
T558222,U10908,M1077,37620,Success,,2/12/2025,Web
T326228,U12469,M1493,₦21130,Pending,Transfer,21/07/2024,POS
T582533,U12090,M1095,NGN 13667,Success,Card,8/21/2024,Mobile
T861411,U14343,M1171,38457,FAILED,Transfer,8/11/2025,POS
T327305,U12861,M1286,NGN 28926,Success,Transfer,3/12/2026,Web
T814809,U14109,M1188,38584,FAILED,Transfer,7/7/2024,Web
T803858,U14667,M1431,39153,FAILED,,6/9/2025,POS
T776941,U13436,M1143,₦18017,success,Transfer,5/14/2025,POS
T650015,U14116,M1192,₦16019,Pending,,20/05/2024,Mobile
T433301,U12408,M1018,NGN 29910,FAILED,,8/15/2025,Web
T342915,U11403,M1011,₦8537,Success,Transfer,9/1/2026,Mobile
T107950,U12762,M1323,₦10067,FAILED,Transfer,7/25/2025,POS
T560254,U11901,M1276,NGN 20086,FAILED,Transfer,9/14/2025,Web
T501520,U13580,M1199,₦30981,Success,Transfer,10/14/2025,Mobile
T693784,U13230,M1259,18894,Pending,USSD,18/02/2026,POS
T773703,U12073,M1300,₦29467,FAILED,Card,2/24/2025,POS
T738928,U10716,M1168,42474,FAILED,Card,4/16/2026,Mobile
T837880,U10111,M1421,48619,FAILED,Transfer,7/28/2025,POS
T391260,U10518,M1497,NGN 11304,FAILED,Card,11/12/2025,Web
T318826,U14178,M1157,₦8715,FAILED,Card,9/11/2024,POS
T364326,U11875,M1174,NGN 24753,Success,USSD,29/09/2025,Web
T597680,U12043,M1379,NGN 29254,success,Transfer,3/22/2026,POS
T840866,U10025,M1041,NGN 48143,success,Card,8/2/2024,POS
T431549,U14756,M1474,NGN 5483,Success,Transfer,16/01/2026,POS
T362679,U10795,M1456,₦8761,FAILED,USSD,5/21/2025,Web
T687392,U12314,M1026,₦30295,Pending,USSD,10/9/2024,Mobile
T414956,U12467,M1180,14090,success,,9/13/2024,Web
T570729,U14651,M1295,NGN 10087,Pending,Card,3/7/2025,Mobile
T588582,U10827,M1383,NGN 33303,Success,Transfer,5/2/2026,POS
T230548,U12014,M1414,10494,Pending,Card,2/6/2025,Web
T639697,U14100,M1233,NGN 11675,FAILED,Card,1/5/2026,Mobile
T909729,U12242,M1196,NGN 39469,Success,Card,2/18/2026,Mobile
T883076,U10283,M1244,17064,FAILED,USSD,17/09/2024,POS
T615234,U11276,M1037,₦23014,FAILED,Transfer,28/07/2024,Mobile
T918078,U14699,M1059,28091,Pending,Transfer,28/04/2025,Mobile
T121682,U13666,M1163,15071,Pending,,8/25/2025,Mobile
T469820,U11355,M1143,2919,success,,7/14/2025,Web
T419260,U13404,M1087,₦30437,FAILED,Transfer,4/12/2025,POS
T700782,U14601,M1282,₦7365,FAILED,USSD,8/2/2025,Web
T434904,U10112,M1253,8883,FAILED,Card,12/16/2025,Mobile
T560463,U11418,M1095,15696,Pending,USSD,11/5/2024,POS
T912252,U13587,M1408,NGN 10042,Pending,Card,8/17/2025,Web
